word,start,end,mean_pitch,max_pitch,min_pitch
 is,272.02,272.3,232.15638898160952,262.83244848701185,209.47859098697026
 no,272.3,272.5,256.7343423761904,263.3723279644352,243.58262019241727
 time,272.5,272.88,277.5669476710077,290.6323785952364,262.4132703277881
 to,272.88,274.24,210.12665982371217,281.26338844896765,78.50836113268382
 engage,274.24,275.14,235.3429772341251,241.61019728128255,201.40521121752283
 in,275.14,275.68,250.55938580008367,269.9835548837959,229.41777315346212
 the,275.68,275.92,242.0472823033282,258.24169365944283,229.8025916831766
 luxury,275.92,276.4,250.35307861501465,262.9918272780945,233.22232885104142
 of,276.4,276.86,237.57762041925088,265.5107048535309,223.74680937147855
 cooling,276.86,277.16,387.65730837731974,494.76636169826384,245.3834112298902
 off,277.16,277.52,246.32896649201314,256.4844412709882,234.6082498579918
 or,277.52,277.74,234.6732497138364,246.76425812994484,219.15508795021526
 to,277.74,278.02,234.35784281632326,239.36654161683296,220.3028684706109
 take,278.02,278.32,245.41195340107433,266.4665065774124,234.53792974432176
 the,278.32,278.56,256.7719297714906,264.84886259625415,235.82213885093552
 tranquilizing,278.56,279.5,256.73014476893786,277.74055036493075,235.62256497970472
 drug,279.5,279.98,242.00946422788132,272.0549180070299,226.91061875867484
 of,279.98,280.32,248.1939522236721,273.0336754337199,188.41524555482397
 gradualism.,280.32,281.08,210.39130803169266,271.57844440427624,135.5314132087672
 Now,286.5,287.22,299.4482587588827,399.6246161918021,140.47799640641202
 is,287.22,287.7,266.81376403316784,318.36788589835993,218.31290136229939
 the,287.7,287.94,269.4937393731644,273.5672073481294,260.597111868327
 time,287.94,288.28,238.82380414442932,266.56986728690606,205.0827042659511
 to,289.17999999999995,289.9,409.5647018084158,455.7636910405963,305.3108730174079
 make,289.9,290.12,218.38544735197814,253.91098644603375,183.09216975109257
 real,290.12,290.48,254.4957239279824,270.86844093516834,233.53719703634215
 the,290.48,290.82,259.77007607593623,267.56451401998527,250.1889637989696
 promises,290.82,291.24,266.7626845068617,288.70766763670446,237.97966315349717
 of,291.24,291.6,256.70684328033917,287.8675170356361,231.23222353326193
 democracy.,291.6,291.92,273.88933276393726,505.0734935472195,219.0296843365562
 Now,293.44,294.2,201.84285138328977,286.4450226699778,95.76739422451772
 is,294.2,294.48,292.89267987720814,296.38684757009963,288.52761366854617
 the,294.48,294.7,280.9271824063841,285.8250385133783,266.5211778448438
 time,294.7,295.12,249.5695359116406,277.582644995893,204.74886327768397
 to,295.12,296.5,160.56963208555655,200.96831619783046,123.2219940340014
 rise,296.5,296.82,216.60309081030357,260.0573532287695,169.33719609814912
 from,296.82,297.38,261.3389262749117,269.32497236200294,249.24001673868187
 the,297.38,297.62,261.29458427362846,273.5575813437584,253.08151369041897
 dark,297.62,297.94,266.4196794169288,281.4710245868113,245.80956089724916
 and,297.94,298.14,267.2574406868283,272.4815226850377,256.40251868363407
 desolate,298.14,298.6,270.14669622822413,285.624611500299,252.4850264357597
 valley,298.6,298.96,270.5376375827118,286.5305424423782,236.02711570534032
 of,298.96,299.66,277.4268454673363,285.9501745982072,240.39472735014158
 segregation,299.66,300.1,275.74576690749063,332.87050725212515,236.01717533949284
 to,300.1,300.78,261.6353714229921,291.6493529800277,236.09061445646432
 the,300.78,300.94,257.3976440907969,264.0782072072043,249.83047079856064
 sunlit,300.94,301.4,267.28805327881565,288.3748827371937,238.08765465805956
 path,301.4,301.8,342.3381861673299,564.7259773601861,258.26654266961066
 of,301.8,302.1,261.9741333802925,268.49915686166355,238.87422746260725
 racial,302.1,302.36,253.73180952624702,281.45686018167015,226.10059143873403
 justice.,302.36,302.88,303.71682602230925,559.5376633478222,228.1829050867701
 Now,303.2,303.86,334.9175948322193,562.9083021227527,244.76734441938663
 is,303.86,304.12,303.8843373846283,318.12597857097666,291.39238581838964
 the,304.12,304.3,362.5115221283601,599.1121155908733,250.79024456458606
 time,304.3,304.68,217.28418246829548,260.1371732871758,158.8586663747147
 to,304.68,305.7,210.86303392927695,323.2084262949988,98.8351012959762
 lift,305.7,309.42,270.4566355134369,318.1507943345891,152.60552658048852
 our,309.42,309.76,258.8246190833392,262.7693240900632,251.26284939872036
 nation,309.76,310.14,262.72120484702924,273.8479455612235,251.20517864575618
 from,310.14,310.56,262.2137377400848,273.8797025592138,240.45236139860714
 the,310.56,310.76,270.6293365600424,279.2505837561856,253.20398785845688
 quicksands,310.76,311.36,278.6843104123366,291.689836995723,263.85034242813083
 of,311.36,311.8,278.64114582293354,294.8130979986677,242.94963463206125
 racial,311.8,312.16,269.08407960968896,296.3020973461923,234.88233684495546
 injustice,312.16,312.64,271.62034025353154,290.39224992617915,246.11747262316962
 to,312.64,313.56,281.63051278631485,504.6184356018945,204.7228762957746
 the,313.56,313.7,268.36504520260513,285.33710125572577,221.22469779216513
 solid,313.7,314.06,272.0444481485068,298.82277856864994,219.65285320492933
 rock,314.06,314.46,265.306785416761,284.5229397229983,241.12837830144488
 of,314.46,314.66,271.4468102434708,279.65760353194236,254.42014385268922
 brotherhood.,314.66,315.24,257.87679259447754,283.8167704928592,205.72202497953919
 Now,315.3,315.52,243.18994497809183,250.42594172124157,222.97452967200567
 is,315.52,315.94,310.8181615249012,339.86610469850467,229.6608145153226
 the,315.94,316.14,349.30910237564217,582.1312333439532,257.8901616667444
 time,316.14,316.56,239.5415869130374,512.8673904773539,156.97620642768513
 to,318.74,319.5,,,
 make,319.5,320.26,207.22497325254653,246.63951938351357,165.3922129063853
 justice,320.26,320.82,251.83928601049493,270.95417574408486,239.57027133507663
 a,320.82,321.1,252.08851989626507,262.3359623801956,236.46918442622916
 reality,321.1,321.5,252.99099283770778,261.3446963584945,236.96000380930383
 for,321.5,321.96,246.08974098291313,260.65792603476905,232.6379940120376
 all,321.96,322.22,246.5099632779223,261.5513537026522,228.40929235718014
 of,322.22,322.46,253.43329426595633,262.82683454958794,239.63491177174308
 God's,322.46,322.84,248.28245714689632,257.4802417050324,238.41341364494315
 children.,322.84,323.18,230.22840961881448,252.48201454593922,170.35488884391236
 It,324.23999999999995,324.96,,,
 would,324.96,325.18,337.4189235683024,518.6706204893887,210.34067476178444
 be,325.18,325.4,244.18646178922143,257.5935534297206,224.426821142211
 fatal,325.4,325.76,258.92332831891144,276.11001277468034,238.80106477480433
 for,325.76,326.08,247.48444358998032,259.9156555483048,228.4013183944525
 the,326.08,326.2,239.99778345662662,243.24321587046714,235.89298540772268
 nation,326.2,326.52,248.5016052062861,256.983494265874,239.94527042593307
 to,327.35999999999996,328.08,253.7818112821314,254.18848502572,253.3751375385428
 overlook,328.08,328.78,250.61691102011187,260.97067358788513,212.8640768435025
 the,328.78,329.26,264.5344291236407,272.7501833258099,255.8481629206078
 urgency,329.26,329.68,251.1635758437329,266.37183984806575,237.84301564428708
 of,329.68,330.1,234.76719891230383,249.2622464472167,216.67484546548854
 the,330.1,330.22,231.0027714553344,238.19792742986664,220.63083301669383
 moment.,330.22,330.52,236.19454816316497,248.8266940110283,225.35196396161948
 This,332.41999999999996,332.78,174.7162464067396,174.7162464067396,174.7162464067396
 sweltering,332.78,333.48,269.3093517706773,501.8083726700318,98.63421871666895
 summit,333.48,333.98,255.60336059715905,266.49521517044644,242.5741496356131
 of,333.98,334.2,257.12934970672774,265.07179616595636,245.01626735003103
 the,334.2,334.3,257.58671917117954,259.6316767585938,255.35463029124065
 Negroes',334.3,334.94,265.619206178889,284.4684080114408,221.6622614411769
 legitimate,334.94,335.3,266.4524936591505,291.93051597503325,250.45576752358235
 discontent,335.3,336.24,253.73891618959559,536.9600130936675,201.24274669292228
 will,336.24,337.68,289.91735116391095,400.63684602049494,219.7292810704153
 not,337.68,337.96,263.15092889591693,280.14118701977355,221.3318527660961
 pass,337.96,338.36,276.711259091673,299.47953079080924,232.93268986164637
 until,338.36,339.76,204.19191367277176,516.8846080800821,150.42073060655426
 there,339.76,340.14,236.01001208759962,252.0857937284373,215.86693876814138
 is,340.14,340.5,256.02604371215926,261.2187894343109,246.83207850257062
 an,340.5,340.76,258.27500989329354,262.1398094384762,250.88324880029867
 invigorating,340.76,341.56,268.3184056086169,289.7814468304022,226.8622603285921
 autumn,341.56,342.0,281.8641960800241,353.5703660599071,256.0971436105715
 of,342.0,342.4,256.2972682671118,285.1438637916219,238.11439055746297
 freedom,342.4,342.72,261.11781315912356,295.6325653336939,239.7386734442989
 and,342.72,342.98,258.9994781896567,279.39731073552775,228.27205331670964
 equality.,342.98,343.28,241.2240457130166,251.93923836291478,226.8023820068389
 1963,345.3999999999999,346.11999999999995,250.9675361183106,266.2946159931568,239.0598259841523
 is,346.11999999999995,346.84,257.96524835148665,271.23367759967334,235.7193188347296
 not,346.84,347.1,245.28351781726107,265.4377803995728,224.59881230775727
 an,347.1,347.28,249.86108070581187,262.80238956953394,233.822429987056
" end,",347.28,347.58,213.73748386558069,238.93300610356317,165.42317247905015
 but,347.66,348.24,150.2635737480798,240.45318064165713,119.52030813946106
 a,348.24,348.36,239.22614291837388,248.77010406707026,212.21517340741596
 beginning.,348.36,348.76,228.46530509881322,244.13413017894968,172.08477703032554
 Those,349.46,350.18,128.52180991152704,215.230854408731,114.21500362585603
 who,350.18,350.6,256.76781086382925,268.797217827479,225.1037888070646
 hoped,350.6,350.96,263.60902497743035,301.1057766807436,215.85766219794897
 that,350.96,351.62,265.30631408355765,280.8432868075115,203.6974779896353
 the,351.62,351.82,262.0022982357504,275.0256800039088,227.4239856655681
 Negro,351.82,352.14,272.73252350430073,291.9670131140805,233.79492565863592
 needed,352.14,352.42,272.9842333050214,285.24082528535314,250.37703651182414
 to,352.42,352.8,279.7538507193041,285.0536789552378,270.3971616930644
 blow,352.8,352.96,258.89402275037463,270.72292199395537,241.62968161755535
 off,352.96,353.24,271.09129984727963,279.17371878359904,266.78476474950855
 steam,353.4,353.74,261.340998335283,275.6910487780207,237.65223337289368
 and,353.74,355.16,184.05831519446176,277.7389629239668,105.32792197635253
 will,355.16,355.6,229.75884650331562,237.75502006602773,206.55830557074503
 now,355.6,355.84,244.17157264263906,256.86616738731595,237.19751994720272
 be,355.84,356.16,259.9048722141665,263.145146725084,250.98225768433403
 content,356.16,356.66,254.12690213260237,265.59511441137835,234.6502177481386
 will,356.66,357.9,274.61983918578596,327.99875736925145,218.5017767722352
 have,357.9,358.18,221.2230705666683,253.2992627720179,170.62368301977938
 a,358.18,358.42,261.0586287564022,270.22936693459997,253.04106505471162
 rude,358.42,358.68,261.7839954758875,297.7068923972202,235.8643408168689
 awakening,358.68,359.14,302.8846010132878,315.72882023813736,277.09450473552954
 if,359.14,359.76,339.358243491317,588.3579158575377,223.54268164030896
 the,359.76,359.86,239.91557799662428,242.25397279008448,237.15194618978833
 nation,359.86,360.2,257.09218622594864,290.95635382580184,228.0408372378641
 returns,360.2,360.7,209.26677126003983,246.6697987100359,116.24221787834985
 to,360.7,361.22,259.1888164794792,282.1380860705305,233.47775303078987
 business,361.22,361.56,244.8430120631503,290.12718343203295,156.45540488145497
 as,361.56,361.96,247.29039602358918,255.46214434640254,226.46993053850989
 usual.,361.96,362.34,238.28585811941386,272.7886104033107,133.03205303801045
 There,376.42,377.2,,,
 will,377.2,377.66,249.20581380065613,345.95269717591435,201.5994936151184
 be,377.66,377.92,251.7568447323236,254.8182710207415,239.7458161075427
 neither,377.92,378.24,265.8462605877256,275.0487511700118,251.83563970258803
 rest,378.24,378.74,266.4203512775903,282.21777558596693,253.71189731374324
 nor,378.74,379.06,260.8926409049323,279.04610425681597,238.91316262991234
 tranquility,379.06,380.04,276.9245919708639,288.86702651661756,238.72783972852318
 in,380.04,380.4,250.58605291575552,273.94154405511705,225.6566653373601
 America,380.4,380.7,232.2372576685002,245.09155432143592,220.34212106708299
 until,380.7,382.22,229.2898649885431,259.3992926260003,96.81375568797972
 the,382.22,382.62,250.25854641772597,260.32466603612386,220.04438120082563
 Negroes',382.62,383.34,253.05739274930934,266.64460343748055,207.35939891273208
 and,383.4,383.94,254.36786630734957,275.29397795467236,234.3755256442025
 the,383.94,384.04,221.43402942566792,259.18311890434177,197.6214605916178
 Negroes',384.04,384.04,,,
 civil,384.04,384.2,246.04449806724745,253.63714020104823,230.8500412026837
 rights,384.2,384.96,250.3181197326572,288.4441120163138,212.8311492898156
 are,384.96,385.54,209.15807183228617,436.77450067775845,138.44116746118027
 granted.,385.54,385.54,,,
 The,385.64,386.32,509.0321846230651,510.70109031975113,504.8931646700963
 world,386.32,386.62,216.45038118928775,506.5608489049718,134.43265557726502
 wins.,386.62,386.98,258.37302925010835,267.75086829804377,244.22118294365617
 The,387.18,387.3,252.32931589946935,257.06893935233785,240.76313656624893
 revolt,387.3,387.66,256.44786962036795,282.2040286083566,235.87326705711556
 will,387.66,387.96,272.03869051194056,284.92497142844087,261.97565620136214
 continue,387.96,388.5,265.1582563854917,299.20885376474644,251.60470101358374
 to,388.5,388.84,265.5312672763725,295.42824025149326,244.23639846469615
 shake,388.84,389.14,267.3484191342406,291.6206249834709,243.3033981307284
 the,389.14,389.38,400.63600690936534,574.2209103517879,265.62396654971303
 foundations,389.38,390.06,283.65783789648026,504.3287900252388,252.0903616508118
 of,390.06,390.46,246.71672604051645,267.7137980236689,233.63678454596212
 our,390.46,390.64,238.54979281313618,246.03420088095285,226.41831023063943
 nation,390.64,391.06,218.64957106181564,227.4923346655933,194.17927881094602
 until,391.66,392.0,188.64961261172684,206.24904886335517,155.57875448876098
 the,392.0,392.36,245.1322247036527,259.1576341199938,196.24633187404868
 bright,392.36,392.62,251.68755423770423,265.2592032219088,233.10950158658048
 day,392.62,392.96,253.02224251613563,265.53567967245897,229.4220379847216
 of,392.96,394.06,329.76362562074917,536.5627398675759,99.1472920861391
 justice,394.06,394.5,253.08477581181626,341.853765189491,208.47372589613545
 emerges.,394.5,395.04,235.5028276128907,276.2826646335428,214.59003148809336
 But,396.06,396.74,,,
 that,396.74,396.92,249.0429964161636,256.50935333078144,237.37571034530652
 is,396.92,397.12,249.0532834672681,255.74157743336963,245.12226972586387
 something,397.12,397.48,253.27543636120302,270.5100077212887,245.04366206951727
 that,397.48,397.76,248.01072055685208,251.71364117267944,240.0155556069191
 I,397.76,397.94,251.6775200769976,257.324371802831,245.6479523289523
 must,397.94,398.16,256.9884955737679,261.542342789702,253.25345003043455
 say,398.16,398.42,257.7056124527058,269.03000542567327,250.15500125122776
 to,398.42,398.62,256.32294100774766,262.15802017009946,248.74720019601523
 my,398.62,398.78,241.14236321159484,252.79124318252573,236.55906775534044
 people,398.78,399.26,245.27863488989146,260.2880020887259,232.71860474955088
 who,400.09999999999997,400.78,239.3420718746746,241.76659584374883,235.18214525567615
 stand,400.78,401.06,245.82535880639253,260.80640143149213,221.24908479532365
 on,401.06,401.56,280.94819073902164,288.87577031761856,276.6582580314128
 the,401.56,401.84,275.05110242814357,278.999257869759,269.54889757924417
 warm,401.84,402.14,268.52213816663317,274.6913998663229,256.4880552821147
 threshold,402.14,402.86,270.5134169755184,280.1645671207314,221.5667814469169
 which,402.86,403.48,263.3830762284571,271.95724016320696,251.3104192166286
 leads,403.48,403.8,258.7122930485999,266.56209600698804,236.12333942990958
 them,403.8,404.2,254.46921725536262,260.2748522219406,245.98745628708798
 to,404.2,404.32,249.0376264486904,251.96694594877246,241.60674594469432
 the,404.32,404.52,248.49962335970625,256.9331001027469,226.93202473718378
 palace,404.52,404.86,251.58623358591,263.41432352155243,241.09575103334356
 of,404.86,405.08,239.17728454867103,249.84717083689708,224.55624110158718
 justice.,405.08,405.5,281.72495042946883,449.97001641175706,221.0863470332625
 In,407.04,407.72,,,
 the,407.72,407.9,234.63427873673513,243.01105551583015,207.1601165197445
 process,407.9,408.38,249.63194523065923,261.5577092827013,238.54913676477352
 of,408.38,408.68,258.7006995881826,262.7041908031533,251.70150347250703
 gaining,408.68,408.96,256.10381525361987,266.36218948367303,241.9996542078266
 our,408.96,409.3,263.54081624257213,270.2185524965698,257.76809333297615
 rightful,409.3,409.8,269.75773146305704,279.4231088834674,259.2729290963383
" place,",409.8,410.3,274.42870883106184,438.16179625055435,197.44677171124627
 we,411.44,412.12,,,
 must,412.12,412.46,250.4820679788202,333.8714965550806,194.84236843049888
 not,412.46,412.78,249.13567574920245,256.2483983232844,233.74957717743658
 be,412.78,413.12,257.382128914211,261.55668110936216,253.1536694269307
 guilty,413.12,413.76,245.62986251641362,260.3571271422079,196.7975498726179
 of,413.76,414.32,256.14498758640735,276.27959801112166,229.38887971835658
 wrongful,414.32,414.9,251.27669613906465,265.605959772072,231.22388520771503
 deeds.,414.9,415.3,238.64813507540316,262.12235238409215,224.90639001400902
 Let,416.02,416.78,241.27549330365892,259.23163251774486,209.49351959806174
 us,416.78,417.04,248.5382131110959,256.22443287679545,222.28156158518644
 not,417.04,417.32,255.9120654211628,262.39099275605014,235.00591422945234
 seek,417.32,417.64,261.8975186228867,288.00989488128783,253.5023049549398
 to,417.64,417.92,272.375808569965,291.11781550719127,242.82390094084397
 satisfy,417.92,418.44,269.4216901481008,289.4910807864791,245.97533426540807
 our,418.44,418.86,253.61677438289104,270.25630210640185,242.7150971956445
 thirst,418.86,419.24,254.4202452553891,266.8784698557983,247.50307795309527
 for,419.24,419.48,249.9953322265181,259.0523307883523,234.6615665128669
 freedom,419.48,419.86,248.93782248120283,268.09075076921584,230.49128874215955
 by,419.86,421.12,193.98480676968808,230.737297926225,175.74807086218988
 drinking,421.12,421.52,241.22224929047198,269.9904884751652,198.38380074484445
 from,421.52,421.94,250.52927841796458,264.32362119272454,231.08524594881544
 the,421.94,422.16,251.3798517508925,263.79497875278116,239.18283265577315
 cup,422.16,422.48,255.70134090221757,271.5937548591977,230.7177347010064
 of,422.48,422.58,256.89615022671506,265.5137509304388,246.10861957685788
 bitterness,422.58,422.98,372.1453418583098,551.5059997803637,235.49949948501867
 and,422.98,423.22,243.5016427157681,252.37317928442383,227.32349494309173
 hatred.,423.22,423.56,233.38899369310505,440.7848735908728,216.01331026131405
 We,432.86,433.24,,,
 must,433.24,433.68,262.09465833257195,387.52911478153214,239.7319040663629
 never,433.68,434.0,254.09075112617285,259.0123021552772,249.90023466744174
 conduct,434.0,434.38,262.82101482247987,274.83083879020796,257.55041662986997
 our,434.38,434.86,269.1584977874211,282.2039268259165,256.30405999683455
 struggle,434.86,435.34,275.3251661630851,281.5669984803509,266.77452487567524
 on,435.34,435.58,273.0881349580386,280.11118501119716,267.77255507510546
 the,435.58,435.7,269.15490088147646,271.3746782289499,262.49004444600683
 high,435.7,435.96,292.4469130637243,422.8436442168812,256.8732808487851
 train,435.96,436.36,266.4766487599566,270.00884738004817,261.338672347853
 in,436.36,436.7,254.2633041980711,265.3272234428319,240.3041360219829
 the,436.7,436.78,243.39154921566922,244.95780851299224,241.9884355148469
 big,436.78,437.06,258.7466102712159,273.0139498504755,242.37747597034604
 city,437.06,437.32,262.9935745360836,271.2161133242976,251.89784437477383
 in,437.32,437.54,251.22950364385457,257.30760777547965,242.94981569749402
 Disneyland.,437.54,437.98,321.95781891954147,521.7933890540468,214.87221925415764
 We,438.74,439.5,,,
 must,439.5,439.8,322.3807490684621,450.6310451805796,239.42419893680426
 not,439.8,440.1,245.110137351514,255.13938074228417,235.15703780999362
 allow,440.1,440.5,247.1009934287547,252.63704677584556,225.45069189718106
 our,440.5,441.02,256.21890196641135,261.0921431813945,248.34572412304504
 creative,441.02,441.44,254.14553256177837,267.84772174850764,245.99341403804414
 protest,441.44,442.12,254.61778765047077,262.5375706345236,240.1556838501961
 to,442.12,443.26,322.58352970584286,593.2684953795164,213.90004141228266
 degenerate,443.26,444.36,246.92292574202014,260.82156571726387,223.94017734293251
 into,444.36,444.48,248.66596030559916,250.6609865873412,246.21326073369423
 physical,444.48,444.98,251.62333152123415,269.1895119424205,231.87457010394803
 violence.,444.98,445.56,248.6708939287374,381.1522977212853,221.15288858791283
 Again,445.92,446.64,440.7351672760857,494.670240969546,416.22294708771346
 and,446.64,446.96,287.47986268833677,432.7909661149034,235.01582897912812
" again,",446.96,447.16,273.5550999497747,285.20208894189346,238.26091606777115
 we,448.17999999999995,448.9,,,
 must,448.9,449.16,261.19362687951866,386.00415781148035,227.99211854380096
 rise,449.16,449.56,247.7041744754742,260.65494278716096,218.20932386179908
 to,449.56,449.92,249.07539371325907,255.41590666234924,237.0184993429651
 the,449.92,450.04,255.51459955463227,260.3194284462763,250.72875951343744
 majestic,450.04,450.4,322.46828048864705,567.0705908575216,219.3701286538157
 heights,450.4,450.94,415.2562825872738,580.2571185115204,252.76724038412704
 of,450.94,452.24,273.02463209158554,280.2226399939931,265.96888898894287
 meeting,452.24,452.58,189.84688354267738,271.08027805561073,124.88367307954793
 physical,452.58,453.08,260.8630848538765,278.7391895889203,233.89962721109825
 force,453.08,453.74,309.0346292261606,527.7227045915213,239.33096048545568
 with,453.74,453.96,247.74230456786717,253.15393100382482,239.38965147983552
 soul,453.96,454.24,252.58981931213694,269.88716928733055,240.33120728726072
 force.,454.24,454.76,279.0564636529798,567.7504739455612,103.97634924787921
 The,455.36,456.08,287.7725619947044,429.6160283003998,96.9334851951639
 marvelous,456.08,456.6,263.1226998014802,295.3113038309176,200.25239585167844
 new,456.6,457.06,288.1595440187589,294.9867527934591,252.9300088484261
 militancy,457.06,457.68,255.50082066336057,300.44232006367145,202.85840064751542
 which,458.44000000000005,459.16,224.59021239432928,239.46744699965308,206.84000173785626
 has,459.16,459.36,245.2094833248906,256.1236810195879,237.49311155279526
 engulfed,459.36,460.08,261.85486493044107,279.1711677562744,247.84968324258637
 the,460.08,460.16,265.8909754631239,271.72917144514776,258.590120021944
 Negro,460.16,460.36,267.84243823227945,285.26479005793414,253.56260530075244
 community,460.36,461.0,269.33101756230155,542.047506764065,205.1218490209339
 must,461.88,462.6,203.32704267131956,211.21907435552262,195.05712840481738
 not,462.6,462.88,262.4191429177305,281.5240671764959,218.04062071141647
 lead,462.88,463.1,281.4633144468161,295.94988155837547,277.01142275662943
 us,463.1,463.4,290.3896086768381,297.2269175189761,276.9851145077166
 to,463.4,463.64,277.9572983354273,287.70419483705103,261.16069416693244
 a,463.64,463.76,272.2597880178854,283.09235559888464,265.5612509929266
 distrust,463.76,464.44,270.4782167057922,288.5174607197604,261.2833958096385
 of,464.44,464.64,264.36811914401915,272.86807828839227,250.8109459342976
 all,464.64,464.84,260.7183621599712,270.0461998868012,252.07369808266807
 white,464.84,465.22,253.60167974556384,279.72675490432266,234.51897126256992
 people.,465.22,465.66,260.46757357571823,275.652497060543,241.20685375967173
 For,465.84,466.36,,,
 many,466.36,466.62,233.82863299309432,272.90003355050686,207.73374635194594
 of,466.62,466.82,264.1825994045229,272.77879035063256,253.61773037449072
 our,466.82,466.94,259.9185129496461,266.0357074401326,255.0895978327784
 white,466.94,467.3,262.2771282423812,274.66577034601596,253.22721168272167
" brothers,",467.3,467.72,272.86496948876146,281.0463314169395,255.25315830671087
 as,467.84,468.06,269.27795240524716,276.74160001698215,263.97887802759385
 evidenced,468.06,468.58,280.7274068732661,291.9355623835203,258.1911991375492
 by,468.58,468.78,283.3221929023581,288.0164727648263,274.3775909549918
 their,468.78,469.06,278.4535582159518,281.8409686315673,275.05646061803196
 presence,469.06,469.5,280.2509731478233,290.5867651599947,265.22758688305254
 here,469.5,469.86,287.3588609247359,515.7868874483754,260.48869509241746
" today,",469.86,470.22,255.67482056978355,268.4193745546527,238.4145998855006
 have,470.46,471.02,,,
 come,471.02,471.28,271.80041232162165,360.3023054803452,182.41758602540813
 to,471.28,471.44,263.1235329795809,269.72426726510844,258.1307110278895
 realize,471.44,471.8,268.51777166308494,278.6377370146513,257.2025467903453
 that,471.8,472.1,251.44859530660744,263.7091524239569,242.2766333013989
 the,472.1,472.1,,,
 rightful,472.1,472.1,,,
 existence,472.1,472.1,,,
 of,472.1,472.1,,,
 the,472.1,472.1,,,
 Negro,472.1,472.1,,,
 community,472.1,472.1,,,
 is,472.1,472.2,243.86298833712786,248.78837529247957,240.89096691551845
 a,472.2,472.2,,,
 dance,472.2,472.5,259.7143410868876,278.8011917609213,247.3031480087625
 activity,472.5,472.94,284.5208770590679,293.79278690061494,270.54877036533514
 of,472.94,473.16,275.89708036155554,280.0486528088648,272.56168948888234
 the,473.16,473.42,278.42909985107707,280.10828597190397,276.4096571299771
 white,473.42,473.72,110.37829716695934,110.45040967346081,110.17749908651038
 people.,473.72,474.18,,,
 They,483.94,484.74,,,
 have,484.74,485.1,244.0606249493446,245.93119362694327,238.57479605049286
 come,485.1,485.46,251.38773870166165,266.39347515631954,243.71689172515707
 to,485.46,485.62,247.173015103591,250.71517575767817,242.9142800012635
 realize,485.62,486.06,252.2493356096866,260.07225186435846,245.24981121119444
 that,486.06,486.48,243.75951898173312,250.0655806943805,237.84779681429833
 their,486.48,486.66,250.06046810539658,253.49994675315935,242.91510398148475
 freedom,486.66,487.1,256.88263050347973,276.78394537920974,247.28249512446683
 is,487.1,487.38,248.63694179591798,262.2353368700213,232.6731527838388
 inextricably,487.38,488.22,250.53494163971575,265.7733703023971,226.46278291236192
 bound,488.22,488.64,240.91989028787967,248.00155276882103,231.70768705809553
 to,488.64,489.22,239.8500163895077,248.80757348760162,217.72319339104902
 our,489.22,489.56,243.40915807727924,253.1117757462368,231.05097012597
 freedom.,489.56,490.0,295.27242050282734,447.57598687561193,219.08210567635993
 We,490.28,491.04,,,
 cannot,491.04,491.52,245.924317532669,253.11473132297007,236.61458830372314
 walk,491.52,492.6,244.73287964505874,254.4609094877112,217.85047851963571
 alone.,492.6,492.98,235.16909848588833,249.8334000826154,223.0478668203039
 As,493.72,494.52,230.32366963000834,237.1116276300722,222.88151829225677
 we,494.52,494.86,248.37979116183337,250.74588909101976,241.23924499329524
" walk,",494.86,495.22,239.82492591176282,248.65417631353108,234.41397448963016
 we,496.15999999999997,496.96,,,
 must,496.96,497.3,281.81253029265275,294.1141808616277,240.50440422804053
 make,497.3,497.6,287.09154545832797,297.3551152304969,268.0058345568183
 the,497.6,497.8,291.41365318879394,297.17575529723985,274.5192602804933
 pledge,497.8,498.24,279.77043996792287,294.8572632353071,255.41133406988487
 that,498.24,498.52,376.8898305760195,564.1254483164004,280.46858857982863
 we,498.52,498.72,450.6057130037446,561.4442313347483,278.6180531110681
 shall,498.72,499.18,276.2639534419399,284.23523524629707,268.6267332498819
 always,499.18,499.64,266.42845764630925,276.57388064470825,258.3087025438272
 march,499.64,500.88,260.8369775702125,268.174190173978,235.48559707084874
 ahead.,500.88,501.34,247.87053919387532,264.18133003130026,221.6572097119952
 We,502.46,503.14,,,
 cannot,503.14,503.54,240.1193982226781,251.39980920669842,202.98081956839104
 turn,503.54,503.92,257.67523974118154,264.2158123646418,248.57160949763318
 back.,503.92,504.34,239.5323669972364,251.12035573008674,222.12161112226386
 There,505.48,506.16,,,
 are,506.16,506.4,339.5488540137473,550.9130130158694,219.13018819319336
 those,506.4,506.72,242.67771566542604,249.4135322828764,232.93510920773858
 who,506.72,506.92,243.91683780198963,246.88123748181997,237.2791010559647
 are,506.92,507.0,245.0597093954756,251.09734547794022,240.77878630830733
 asking,507.0,507.44,253.60895974913845,259.7908318859621,242.8402867733635
 the,507.44,507.74,248.34626245185694,254.51849466612123,238.09467294132975
 deputies,507.74,508.24,257.5704942813683,274.33462274799643,223.21572250792215
 of,508.24,508.52,254.97872474503666,262.33323921893384,249.85094509784682
 civil,508.52,508.78,263.3766959659723,269.3585323731464,256.09483198055125
" rights,",508.78,509.18,246.83229452193012,264.91941236897384,234.50517664598007
 when,510.36,511.04,365.0584344116672,459.7515974919485,231.55910056478314
 will,511.04,511.3,249.11913509160348,252.6968520016503,241.97094690044736
 you,511.3,511.54,245.7517862823964,249.1448542947935,238.01597416571707
 be,511.54,511.76,247.02382752760192,251.60906636926111,242.87920999941576
